id,availability,condition,description,image_link,link,title,price,brand
5c3c239b594bb50004fe195f,in stock,new,View to see more information on Amazon,https://i-cdn.phonearena.com/images/article/107458-two_lead/You-may-want-to-save-the-October-4-date-for-Googles-Pixel-3-launch-event.jpg,https://www.amazon.com/Google-Pixel-Factory-Unlocked-Black/dp/B07JVDQP47?tag=bsanie00-20,Google Pixel 3,749,Google Pixel 3
5c3c2488594bb50004fe1960,in stock,new,View to see more information on Amazon,https://cdn.vox-cdn.com/thumbor/261zjFG9kxBcMqzHeGfyy3l5NjA=/0x0:6720x4480/1200x800/filters:focal(2823x1703:3897x2777)/cdn.vox-cdn.com/uploads/chorus_image/image/61519507/jbareham_180916_2948_0061_02.0.jpg,https://www.amazon.com/Apple-iPhone-Xs-64GB-Refurbished/dp/B07K8RQVHF?tag=bsanie00-20,iPhone Xs,1000,iPhone Xs
5c3c2548594bb50004fe1961,in stock,new,View to see more information on Amazon,https://icdn2.digitaltrends.com/image/apple-iphone-xr-hands-on-2-1500x1000.jpg,https://www.amazon.com/Apple-iPhone-XR-64GB-PRODUCT/dp/B07K97BQDF?tag=bsanie00-20,iPhone Xr,749,iPhone Xr
5c3c2684594bb50004fe1962,in stock,new,View to see more information on Amazon,https://assets.hardwarezone.com/img/2018/03/p20main.jpg,https://www.amazon.com/Huawei-Dual-SIM-Factory-Unlocked-Smartphone/dp/B07BHDMHR1?tag=bsanie00-20,Huawei P20 Pro,668,Huawei P20 Pro
5c3c26ad594bb50004fe1963,in stock,new,View to see more information on Amazon,https://root-nation.com/wp-content/uploads/2018/04/huawei-p20-lite-019.jpg,https://www.amazon.com/Huawei-P20-Lite-Unlocked-Smartphone/dp/B07C5HH17G?tag=bsanie00-20,Huawei P20 Lite,226,Huawei P20 Lite
5c3d6c8730e0a600043653b7,in stock,new,View to see more information on Amazon,https://images-na.ssl-images-amazon.com/images/I/71XfDSYun8L._SX466_.jpg,https://www.amazon.com/Tocode-Backpack-Backpacks-Resistant-Multi-Compartments/dp/B07DWP262J?tag=bsanie00-20,Tocode Tech Backpack,33,Tocode Tech Backpack
5c3d6d1d30e0a600043653b8,in stock,new,View to see more information on Amazon,https://cdn.vox-cdn.com/thumbor/hyUw0PwFmIc0xFdfX01YgveaSKM=/0x0:2000x1334/1200x800/filters:focal(969x493:1289x813)/cdn.vox-cdn.com/uploads/chorus_image/image/59551067/Oculus_Go_Product_Shot__1_.0.jpg,https://www.amazon.com/Oculus-Standalone-Virtual-Reality-Headset-pc/dp/B07B4NLKKF?tag=bsanie00-20,Oculus Go,249,Oculus Go
5c3d6d5b30e0a600043653b9,in stock,new,View to see more information on Amazon,https://www.technobuffalo.com/wp-content/uploads/2015/10/Samsung-Gear-S2-Review-3-1280x853.jpg,https://www.amazon.com/Samsung-Gear-S2-Smartwatch-Dark/dp/B015JQ62RY?tag=bsanie00-20,Samsung Gear S2,164,Samsung Gear S2
5c3d6dc830e0a600043653ba,in stock,new,View to see more information on Amazon,https://icdn2.digitaltrends.com/image/yi-4k-1-640x640.jpg?ver=1,https://www.amazon.com/YI-Discovery-Touchscreen-150°Wide-Underwater/dp/B076BPWXRG?tag=bsanie00-20,YI Discovery 4K Action Camera,59,YI Discovery 4K Action Camera
5c3d6e1330e0a600043653bb,in stock,new,View to see more information on Amazon,https://dekhekini.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/x/i/xiaomi-yi2-4k-action-camera-featured-image.jpg,https://www.amazon.com/dp/B01CW4AZ4M?tag=bsanie00-20,YI 4K  Action Camera,209,YI 4K  Action Camera
5c3d6ef630e0a600043653bc,in stock,new,View to see more information on Amazon,https://static.designboom.com/wp-content/uploads/2014/10/recon-instruments-JET-designboom04.jpg,https://www.amazon.com/Recon-Smart-Eyewear-Sports-Fitness/dp/B00MCJ4CKG?tag=bsanie00-20,Recon Jet Smart Eyewear,995,Recon Jet Smart Eyewear
5c3d6f6a30e0a600043653bd,in stock,new,View to see more information on Amazon,https://images-na.ssl-images-amazon.com/images/I/419ub-IS9JL._SX679_.jpg,https://www.amazon.com/Pulomi-Translator-Electronic-Bluetooth-Languages/dp/B07BSR1CKL?tag=bsanie00-20,TT Easy Trans Smart Language Translator,99,TT Easy Trans Smart Language Translator
5c3d6fee30e0a600043653be,in stock,new,View to see more information on Amazon,https://blog.pricecheck.co.za/wp-content/uploads/2018/08/Samsung-Galaxy-Watch-full-1.jpg,https://www.amazon.com/Samsung-Galaxy-Silver-Bluetooth-SM-R800NZSAXAR/dp/B07FTKJCMT?tag=bsanie00-20,Samsung Galaxy Watch (46mm),324,Samsung Galaxy Watch (46mm)
5c3d706f30e0a600043653bf,in stock,new,View to see more information on Amazon,https://www.jbl.com/on/demandware.static/-/Sites-JB-US-Library/default/dwe42190ea/glp/waterproof/images/flip4-visual.jpg,https://www.amazon.com/JBL-Waterproof-Portable-Bluetooth-Black/dp/B01MSYQWNY?tag=bsanie00-20,JBL Flip 4,70,JBL Flip 4
5c3d70c530e0a600043653c0,in stock,new,View to see more information on Amazon,http://bq.sg/wp-content/uploads/2017/12/img36256d9edf8e9416f07781e0a04aa0b2.jpeg,https://www.amazon.com/JBL-JBLCHARGE3BLKAM-Waterproof-Portable-Bluetooth/dp/B01F24RHF4?tag=bsanie00-20,JBL Charge 3,99,JBL Charge 3
5c3d713f30e0a600043653c1,in stock,new,View to see more information on Amazon,https://assets.pcmag.com/media/images/554491-bose-soundlink-micro.jpg?thumb=y&width=980&height=647,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD?tag=bsanie00-20,Bose SoundLink Micro,99,Bose SoundLink Micro
5c3d719e30e0a600043653c2,in stock,new,View to see more information on Amazon,http://vivalifestyleandtravel.com/images/cache/c-1509336954-1510682684.jpg,https://www.amazon.com/Powerbeats3-Wireless-Earphones-Neighborhood-Collection/dp/B0765H4MND?tag=bsanie00-20,Powerbeats3,99,Powerbeats3
5c3d78f630e0a600043653c3,in stock,new,View to see more information on Amazon,https://techcrunch.com/wp-content/uploads/2018/03/remote-tv.jpg?w=730&crop=1,https://www.amazon.com/NEEO-Universal-Automation-Controls-Philips/dp/B07CS2LY4P?tag=bsanie00-20,NEEO - Smart Home Remote,400,NEEO - Smart Home Remote
5c415eb37d4e81000443a4cc,in stock,new,View to see more information on Amazon,https://img.purch.com/o/aHR0cHM6Ly93d3cubGFwdG9wbWFnLmNvbS9pbWFnZXMvdXBsb2Fkcy81NTg0L2cvbWFjYm9vay1haXItbGF0ZS0yMDE4LTAwNC5qcGc=,https://www.amazon.com/Apple-MacBook-13-inch-display-dual-core/dp/B07JZYWCV1?tag=bsanie00-20,MacBook Air (2018),1129,MacBook Air (2018)
5c415f7a7d4e81000443a4cd,in stock,new,View to see more information on Amazon,https://icdn2.digitaltrends.com/image/razer-blade-2018-review-front-gaming-720x720.jpg,https://www.amazon.com/Razer-Blade-15-Smallest-i7-8750H/dp/B07HPQPNV1?tag=bsanie00-20,Razer Blade 15,1598,Razer Blade 15
5c4160097d4e81000443a4ce,in stock,new,View to see more information on Amazon,http://gearopen.com/wp-content/uploads/2016/04/Untitled-3.png,https://www.amazon.com/Dell-9360-Anti-Glare-InfinityEdge-Touchscreen/dp/B074G5DQ5M?tag=bsanie00-20,Dell XPS 13,890,Dell XPS 13
5c41607a7d4e81000443a4cf,in stock,new,View to see more information on Amazon,https://img.purch.com/o/aHR0cHM6Ly93d3cubGFwdG9wbWFnLmNvbS9pbWFnZXMvdXBsb2Fkcy9wcHJlc3MvNDU2MTUvaHVhd2VpLW1hdGVib29rLXgtcHJvLTItMDA3LmpwZw==,https://www.amazon.com/Huawei-MateBook-Signature-i7-8550U-GeForce/dp/B07CTHN94Z?tag=bsanie00-20,Huawei MateBook X Pro,1349,Huawei MateBook X Pro
5c4161477d4e81000443a4d0,in stock,new,View to see more information on Amazon,https://www.technobuffalo.com/wp-content/uploads/2016/11/macbook-pro-touch-bar-review-6-470x310@2x.jpg,https://www.amazon.com/Apple-MacBook-Retina-2-2GHz-6-Core/dp/B07FK9H65N?tag=bsanie00-20,Macbook Pro 2018,2149,Macbook Pro 2018
5c4161f47d4e81000443a4d1,in stock,new,View to see more information on Amazon,https://massdrop-s3.imgix.net/img_thread/bfjHTIsqS2KyMWDyCeDt_1.jpg?auto=format&fm=jpg&fit=min&w=796&dpr=1,https://www.amazon.com/Gigabyte-AORUS-Gaming-Graphic-GV-N1070IXEB-8GD/dp/B073PYMG3G?tag=bsanie00-20,Gigabyte AORUS GTX 1070 eGPU,525,Gigabyte AORUS GTX 1070 eGPU
5c47fcb14160cf0004143277,in stock,new,View to see more information on Amazon,https://cdn.vox-cdn.com/thumbor/zmr3vabN9MGJ3-dMAbK2oBIQ1yw=/0x0:2040x1360/1200x800/filters:focal(857x517:1183x843)/cdn.vox-cdn.com/uploads/chorus_image/image/56789263/akrales_170919_1976_0104.0.jpg,https://www.amazon.com/Apple-TV-32GB-4th-generation/dp/B075NFX24M?tag=bsanie00-20,"Apple TV (32GB, 4th generation)",149,"Apple TV (32GB, 4th generation)"
